PATHS,Debian 9,Debian 10
/etc/systemd/resolved.conf,EXISTS,EXISTS
/etc/systemd/logind.conf,EXISTS,EXISTS
/etc/profile,EXISTS,EXISTS
/etc/nsswitch.conf,EXISTS,EXISTS
/etc/rsyslog.conf,EXISTS,EXISTS
/etc/bash_completion,EXISTS,EXISTS
/etc/protocols,EXISTS,EXISTS
/etc/sysctl.conf,EXISTS,EXISTS
/etc/sysctl.d/README.sysctl,EXISTS,EXISTS
/etc/mailcap,EXISTS,EXISTS
/etc/fstab,EXISTS,EXISTS
/etc/terminfo/README,EXISTS,EXISTS
/etc/debconf.conf,EXISTS,EXISTS
/etc/alternatives/README,EXISTS,EXISTS
/etc/init/udev.conf,EXISTS,NOT EXISTS
/etc/init/ssh.conf,EXISTS,NOT EXISTS
/etc/init/network-interface-security.conf,EXISTS,NOT EXISTS
/etc/init/network-interface-container.conf,EXISTS,NOT EXISTS
/etc/init/udevmonitor.conf,EXISTS,NOT EXISTS
/etc/init/networking.conf,EXISTS,NOT EXISTS
/etc/init/irqbalance.conf,EXISTS,NOT EXISTS
/etc/init/network-interface.conf,EXISTS,NOT EXISTS
/etc/init/udevtrigger.conf,EXISTS,NOT EXISTS
/etc/inputrc,EXISTS,EXISTS
/etc/login.defs,EXISTS,EXISTS
/etc/skel/.bashrc,EXISTS,EXISTS
/etc/skel/.bash_logout,EXISTS,EXISTS
/etc/skel/.profile,EXISTS,EXISTS
/etc/profile.d/bash_completion.sh,EXISTS,EXISTS
/etc/mailcap.order,EXISTS,EXISTS
/etc/deluser.conf,EXISTS,EXISTS
/etc/wgetrc,EXISTS,EXISTS
/etc/ssh/ssh_config,EXISTS,EXISTS
/etc/ssh/ssh_host_ed25519_key.pub,EXISTS,EXISTS
/etc/ssh/ssh_host_ecdsa_key.pub,EXISTS,EXISTS
/etc/ssh/ssh_host_rsa_key.pub,EXISTS,EXISTS
/etc/ssh/moduli,EXISTS,EXISTS
/etc/ssh/sshd_config,EXISTS,EXISTS
/etc/network/if-up.d/upstart,EXISTS,NOT EXISTS
/etc/network/if-up.d/openssh-server,EXISTS,NOT EXISTS
/etc/network/if-down.d/upstart,EXISTS,NOT EXISTS
/etc/networks,EXISTS,EXISTS
/etc/securetty,EXISTS,EXISTS
/etc/init.d/udev,EXISTS,EXISTS
/etc/init.d/cron,EXISTS,EXISTS
/etc/init.d/irqbalance,EXISTS,NOT EXISTS
/etc/init.d/procps,EXISTS,EXISTS
/etc/init.d/ssh,EXISTS,EXISTS
/etc/init.d/sudo,EXISTS,EXISTS
/etc/init.d/kmod,EXISTS,EXISTS
/etc/init.d/rsyslog,EXISTS,EXISTS
/etc/init.d/networking,EXISTS,EXISTS
/etc/init.d/dbus,EXISTS,EXISTS
/etc/init.d/hwclock.sh,EXISTS,EXISTS
/etc/default/cron,EXISTS,EXISTS
/etc/default/irqbalance,EXISTS,NOT EXISTS
/etc/default/locale,EXISTS,EXISTS
/etc/default/ssh,EXISTS,EXISTS
/etc/default/rsyslog,EXISTS,EXISTS
/etc/default/grub,EXISTS,EXISTS
/etc/default/useradd,EXISTS,EXISTS
/etc/default/networking,EXISTS,EXISTS
/etc/default/dbus,EXISTS,EXISTS
/etc/default/bsdmainutils,EXISTS,EXISTS
/etc/default/nss,EXISTS,EXISTS
/etc/default/hwclock,EXISTS,EXISTS
/etc/modules,EXISTS,EXISTS
/etc/hosts.deny,EXISTS,EXISTS
/etc/newt/palette.original,EXISTS,NOT EXISTS
/etc/mke2fs.conf,EXISTS,EXISTS
/etc/rmt,EXISTS,NOT EXISTS
/etc/calendar/default,EXISTS,EXISTS
/etc/subuid,EXISTS,EXISTS
/etc/gai.conf,EXISTS,EXISTS
/etc/dpkg/dpkg.cfg,EXISTS,EXISTS
/etc/dpkg/origins/debian,EXISTS,EXISTS
/etc/vim/vimrc,EXISTS,EXISTS
/etc/vim/vimrc.tiny,EXISTS,EXISTS
/etc/services,EXISTS,EXISTS
/etc/ca-certificates.conf,EXISTS,EXISTS
/etc/python3/debian_config,EXISTS,EXISTS
/etc/logrotate.conf,EXISTS,EXISTS
/etc/hostname,EXISTS,EXISTS
/etc/timezone,EXISTS,EXISTS
/etc/logrotate.d/rsyslog,EXISTS,EXISTS
/etc/logrotate.d/dpkg,EXISTS,EXISTS
/etc/logrotate.d/apt,EXISTS,EXISTS
/etc/ufw/applications.d/openssh-server,EXISTS,EXISTS
/etc/debian_version,EXISTS,EXISTS
/etc/ld.so.cache,EXISTS,EXISTS
/etc/grub.d/00_header,EXISTS,EXISTS
/etc/grub.d/10_linux,EXISTS,EXISTS
/etc/grub.d/30_os-prober,EXISTS,EXISTS
/etc/grub.d/30_uefi-firmware,EXISTS,EXISTS
/etc/grub.d/41_custom,EXISTS,EXISTS
/etc/grub.d/20_linux_xen,EXISTS,EXISTS
/etc/grub.d/05_debian_theme,EXISTS,EXISTS
/etc/grub.d/README,EXISTS,EXISTS
/etc/grub.d/40_custom,EXISTS,EXISTS
/etc/bash_completion.d/grub,EXISTS,NOT EXISTS
/etc/machine-id,EXISTS,EXISTS
/etc/group,EXISTS,EXISTS
/etc/python2.7/sitecustomize.py,EXISTS,EXISTS
/etc/iproute2/rt_scopes,EXISTS,EXISTS
/etc/iproute2/rt_tables.d/README,EXISTS,EXISTS
/etc/iproute2/ematch_map,EXISTS,EXISTS
/etc/iproute2/rt_realms,EXISTS,EXISTS
/etc/iproute2/nl_protos,EXISTS,EXISTS
/etc/iproute2/group,EXISTS,EXISTS
/etc/iproute2/rt_tables,EXISTS,EXISTS
/etc/iproute2/rt_dsfield,EXISTS,EXISTS
/etc/iproute2/rt_protos,EXISTS,EXISTS
/etc/iproute2/bpf_pinning,EXISTS,EXISTS
/etc/hosts.allow,EXISTS,EXISTS
/etc/logcheck/ignore.d.server/rsyslog,EXISTS,EXISTS
/etc/python/debian_config,EXISTS,EXISTS
/etc/host.conf,EXISTS,EXISTS
/etc/dbus-1/system.d/org.freedesktop.hostname1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.login1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.systemd1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.network1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.resolve1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.timedate1.conf,EXISTS,NOT EXISTS
/etc/dbus-1/system.d/org.freedesktop.locale1.conf,EXISTS,NOT EXISTS
/etc/ssl/openssl.cnf,EXISTS,EXISTS
/etc/ssl/certs/ca-certificates.crt,EXISTS,EXISTS
/etc/cron.daily/apt-compat,EXISTS,EXISTS
/etc/cron.daily/logrotate,EXISTS,EXISTS
/etc/cron.daily/.placeholder,EXISTS,EXISTS
/etc/cron.daily/dpkg,EXISTS,EXISTS
/etc/cron.daily/bsdmainutils,EXISTS,EXISTS
/etc/cron.daily/passwd,EXISTS,EXISTS
/etc/issue.net,EXISTS,EXISTS
/etc/dhcp/dhclient-exit-hooks.d/timesyncd,EXISTS,EXISTS
/etc/dhcp/dhclient-exit-hooks.d/rfc3442-classless-routes,EXISTS,EXISTS
/etc/dhcp/dhclient.conf,EXISTS,EXISTS
/etc/dhcp/debug,EXISTS,EXISTS
/etc/python3.5/sitecustomize.py,EXISTS,NOT EXISTS
/etc/cron.hourly/.placeholder,EXISTS,EXISTS
/etc/kernel/postinst.d/zz-update-grub,EXISTS,EXISTS
/etc/kernel/postinst.d/apt-auto-removal,EXISTS,EXISTS
/etc/kernel/postinst.d/initramfs-tools,EXISTS,EXISTS
/etc/kernel/postrm.d/zz-update-grub,EXISTS,EXISTS
/etc/kernel/postrm.d/initramfs-tools,EXISTS,EXISTS
/etc/libaudit.conf,EXISTS,EXISTS
/etc/selinux/semanage.conf,EXISTS,EXISTS
/etc/pam.d/newusers,EXISTS,EXISTS
/etc/pam.d/chsh,EXISTS,EXISTS
/etc/pam.d/chpasswd,EXISTS,EXISTS
/etc/pam.d/cron,EXISTS,EXISTS
/etc/pam.d/systemd-user,EXISTS,EXISTS
/etc/pam.d/sudo,EXISTS,EXISTS
/etc/pam.d/common-account,EXISTS,EXISTS
/etc/pam.d/runuser,EXISTS,EXISTS
/etc/pam.d/login,EXISTS,EXISTS
/etc/pam.d/runuser-l,EXISTS,EXISTS
/etc/pam.d/common-session,EXISTS,EXISTS
/etc/pam.d/su,EXISTS,EXISTS
/etc/pam.d/sshd,EXISTS,EXISTS
/etc/pam.d/common-session-noninteractive,EXISTS,EXISTS
/etc/pam.d/common-password,EXISTS,EXISTS
/etc/pam.d/passwd,EXISTS,EXISTS
/etc/pam.d/other,EXISTS,EXISTS
/etc/pam.d/chfn,EXISTS,EXISTS
/etc/pam.d/common-auth,EXISTS,EXISTS
/etc/crontab,EXISTS,EXISTS
/etc/passwd,EXISTS,EXISTS
/etc/ld.so.conf.d/libc.conf,EXISTS,EXISTS
/etc/ld.so.conf.d/x86_64-linux-gnu.conf,EXISTS,EXISTS
/etc/magic,EXISTS,EXISTS
/etc/magic.mime,EXISTS,EXISTS
/etc/motd,EXISTS,EXISTS
/etc/X11/Xsession.d/90gpg-agent,EXISTS,NOT EXISTS
/etc/locale.gen,EXISTS,EXISTS
/etc/hosts,EXISTS,EXISTS
/etc/bash.bashrc,EXISTS,EXISTS
/etc/cron.monthly/.placeholder,EXISTS,EXISTS
/etc/staff-group-for-usr-local,EXISTS,NOT EXISTS
/etc/locale.alias,EXISTS,EXISTS
/etc/bindresvport.blacklist,EXISTS,EXISTS
/etc/update-motd.d/10-uname,EXISTS,EXISTS
/etc/mime.types,EXISTS,EXISTS
/etc/adduser.conf,EXISTS,EXISTS
/etc/apt/sources.list,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-stretch-security-automatic.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-jessie-stable.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-buster-stable.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-stretch-stable.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-buster-automatic.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-stretch-automatic.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-jessie-automatic.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-jessie-security-automatic.gpg,EXISTS,EXISTS
/etc/apt/trusted.gpg.d/debian-archive-buster-security-automatic.gpg,EXISTS,EXISTS
/etc/apt/apt.conf.d/01autoremove,EXISTS,EXISTS
/etc/apt/apt.conf.d/01autoremove-kernels,EXISTS,EXISTS
/etc/apt/apt.conf.d/70debconf,EXISTS,EXISTS
/etc/initramfs-tools/modules,EXISTS,EXISTS
/etc/initramfs-tools/update-initramfs.conf,EXISTS,EXISTS
/etc/initramfs-tools/initramfs.conf,EXISTS,EXISTS
/boot/config-4.9.0-13-amd64,EXISTS,NOT EXISTS
/boot/initrd.img-4.9.0-13-amd64,EXISTS,NOT EXISTS
/boot/grub/unicode.pf2,EXISTS,EXISTS
/boot/grub/grub.cfg,EXISTS,EXISTS
/boot/grub/locale/sv.mo,EXISTS,EXISTS
/boot/grub/locale/en@greek.mo,EXISTS,EXISTS
/boot/grub/locale/de.mo,EXISTS,EXISTS
/boot/grub/locale/en@hebrew.mo,EXISTS,EXISTS
/boot/grub/locale/hu.mo,EXISTS,EXISTS
/boot/grub/locale/id.mo,EXISTS,EXISTS
/boot/grub/locale/it.mo,EXISTS,EXISTS
/boot/grub/locale/en@arabic.mo,EXISTS,EXISTS
/boot/grub/locale/fr.mo,EXISTS,EXISTS
/boot/grub/locale/pl.mo,EXISTS,EXISTS
/boot/grub/locale/zh_CN.mo,EXISTS,EXISTS
/boot/grub/locale/tr.mo,EXISTS,EXISTS
/boot/grub/locale/de@hebrew.mo,EXISTS,EXISTS
/boot/grub/locale/pt_BR.mo,EXISTS,EXISTS
/boot/grub/locale/da.mo,EXISTS,EXISTS
/boot/grub/locale/ja.mo,EXISTS,EXISTS
/boot/grub/locale/pa.mo,EXISTS,EXISTS
/boot/grub/locale/de_CH.mo,EXISTS,EXISTS
/boot/grub/locale/gl.mo,EXISTS,EXISTS
/boot/grub/locale/en@quot.mo,EXISTS,EXISTS
/boot/grub/locale/lt.mo,EXISTS,EXISTS
/boot/grub/locale/vi.mo,EXISTS,EXISTS
/boot/grub/locale/es.mo,EXISTS,EXISTS
/boot/grub/locale/ast.mo,EXISTS,EXISTS
/boot/grub/locale/zh_TW.mo,EXISTS,EXISTS
/boot/grub/locale/nl.mo,EXISTS,EXISTS
/boot/grub/locale/en@cyrillic.mo,EXISTS,EXISTS
/boot/grub/locale/sr.mo,EXISTS,EXISTS
/boot/grub/locale/fi.mo,EXISTS,EXISTS
/boot/grub/locale/sl.mo,EXISTS,EXISTS
/boot/grub/locale/en@piglatin.mo,EXISTS,EXISTS
/boot/grub/locale/uk.mo,EXISTS,EXISTS
/boot/grub/locale/eo.mo,EXISTS,EXISTS
/boot/grub/locale/nb.mo,EXISTS,EXISTS
/boot/grub/locale/ca.mo,EXISTS,EXISTS
/boot/grub/locale/ru.mo,EXISTS,EXISTS
/boot/grub/grubenv,EXISTS,EXISTS
/boot/grub/fonts/unicode.pf2,EXISTS,EXISTS
/boot/grub/i386-pc/all_video.mod,EXISTS,EXISTS
/boot/grub/i386-pc/drivemap.mod,EXISTS,EXISTS
/boot/grub/i386-pc/relocator.mod,EXISTS,EXISTS
/boot/grub/i386-pc/probe.mod,EXISTS,EXISTS
/boot/grub/i386-pc/odc.mod,EXISTS,EXISTS
/boot/grub/i386-pc/terminal.lst,EXISTS,EXISTS
/boot/grub/i386-pc/read.mod,EXISTS,EXISTS
/boot/grub/i386-pc/testload.mod,EXISTS,EXISTS
/boot/grub/i386-pc/iorw.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pata.mod,EXISTS,EXISTS
/boot/grub/i386-pc/exfat.mod,EXISTS,EXISTS
/boot/grub/i386-pc/videotest.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cmdline_cat_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/usbserial_common.mod,EXISTS,EXISTS
/boot/grub/i386-pc/disk.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cryptodisk.mod,EXISTS,EXISTS
/boot/grub/i386-pc/xzio.mod,EXISTS,EXISTS
/boot/grub/i386-pc/raid5rec.mod,EXISTS,EXISTS
/boot/grub/i386-pc/sleep_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/date.mod,EXISTS,EXISTS
/boot/grub/i386-pc/sleep.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gfxterm_menu.mod,EXISTS,EXISTS
/boot/grub/i386-pc/fshelp.mod,EXISTS,EXISTS
/boot/grub/i386-pc/biosdisk.mod,EXISTS,EXISTS
/boot/grub/i386-pc/multiboot2.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ehci.mod,EXISTS,EXISTS
/boot/grub/i386-pc/setpci.mod,EXISTS,EXISTS
/boot/grub/i386-pc/romfs.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ntldr.mod,EXISTS,EXISTS
/boot/grub/i386-pc/memrw.mod,EXISTS,EXISTS
/boot/grub/i386-pc/efiemu64.o,EXISTS,EXISTS
/boot/grub/i386-pc/gdb.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_dsa.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ls.mod,EXISTS,EXISTS
/boot/grub/i386-pc/password_pbkdf2.mod,EXISTS,EXISTS
/boot/grub/i386-pc/lsmmap.mod,EXISTS,EXISTS
/boot/grub/i386-pc/hashsum.mod,EXISTS,EXISTS
/boot/grub/i386-pc/terminal.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_blowfish.mod,EXISTS,EXISTS
/boot/grub/i386-pc/trig.mod,EXISTS,EXISTS
/boot/grub/i386-pc/spkmodem.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pci.mod,EXISTS,EXISTS
/boot/grub/i386-pc/minix2_be.mod,EXISTS,EXISTS
/boot/grub/i386-pc/halt.mod,EXISTS,EXISTS
/boot/grub/i386-pc/loopback.mod,EXISTS,EXISTS
/boot/grub/i386-pc/shift_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/datetime.mod,EXISTS,EXISTS
/boot/grub/i386-pc/div_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/hfsplus.mod,EXISTS,EXISTS
/boot/grub/i386-pc/search_fs_file.mod,EXISTS,EXISTS
/boot/grub/i386-pc/bitmap.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pcidump.mod,EXISTS,EXISTS
/boot/grub/i386-pc/div.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ufs1_be.mod,EXISTS,EXISTS
/boot/grub/i386-pc/uhci.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_md5.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cpio.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ntfs.mod,EXISTS,EXISTS
/boot/grub/i386-pc/core.img,EXISTS,EXISTS
/boot/grub/i386-pc/part_apple.mod,EXISTS,EXISTS
/boot/grub/i386-pc/search.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_idea.mod,EXISTS,EXISTS
/boot/grub/i386-pc/blocklist.mod,EXISTS,EXISTS
/boot/grub/i386-pc/mdraid09_be.mod,EXISTS,EXISTS
/boot/grub/i386-pc/linux.mod,EXISTS,EXISTS
/boot/grub/i386-pc/font.mod,EXISTS,EXISTS
/boot/grub/i386-pc/bitmap_scale.mod,EXISTS,EXISTS
/boot/grub/i386-pc/hdparm.mod,EXISTS,EXISTS
/boot/grub/i386-pc/acpi.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_des.mod,EXISTS,EXISTS
/boot/grub/i386-pc/bsd.mod,EXISTS,EXISTS
/boot/grub/i386-pc/syslinuxcfg.mod,EXISTS,EXISTS
/boot/grub/i386-pc/setjmp_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_rmd160.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pbkdf2.mod,EXISTS,EXISTS
/boot/grub/i386-pc/at_keyboard.mod,EXISTS,EXISTS
/boot/grub/i386-pc/zfs.mod,EXISTS,EXISTS
/boot/grub/i386-pc/serial.mod,EXISTS,EXISTS
/boot/grub/i386-pc/part_dvh.mod,EXISTS,EXISTS
/boot/grub/i386-pc/lspci.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cpuid.mod,EXISTS,EXISTS
/boot/grub/i386-pc/memdisk.mod,EXISTS,EXISTS
/boot/grub/i386-pc/affs.mod,EXISTS,EXISTS
/boot/grub/i386-pc/video_cirrus.mod,EXISTS,EXISTS
/boot/grub/i386-pc/squash4.mod,EXISTS,EXISTS
/boot/grub/i386-pc/loadenv.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_tiger.mod,EXISTS,EXISTS
/boot/grub/i386-pc/nativedisk.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cpio_be.mod,EXISTS,EXISTS
/boot/grub/i386-pc/keylayouts.mod,EXISTS,EXISTS
/boot/grub/i386-pc/usb.mod,EXISTS,EXISTS
/boot/grub/i386-pc/part_sunpc.mod,EXISTS,EXISTS
/boot/grub/i386-pc/usbserial_ftdi.mod,EXISTS,EXISTS
/boot/grub/i386-pc/procfs.mod,EXISTS,EXISTS
/boot/grub/i386-pc/minicmd.mod,EXISTS,EXISTS
/boot/grub/i386-pc/backtrace.mod,EXISTS,EXISTS
/boot/grub/i386-pc/parttool.lst,EXISTS,EXISTS
/boot/grub/i386-pc/video.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ext2.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pbkdf2_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/bswap_test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/configfile.mod,EXISTS,EXISTS
/boot/grub/i386-pc/chain.mod,EXISTS,EXISTS
/boot/grub/i386-pc/mda_text.mod,EXISTS,EXISTS
/boot/grub/i386-pc/tar.mod,EXISTS,EXISTS
/boot/grub/i386-pc/pxe.mod,EXISTS,EXISTS
/boot/grub/i386-pc/crypto.mod,EXISTS,EXISTS
/boot/grub/i386-pc/mpi.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gzio.mod,EXISTS,EXISTS
/boot/grub/i386-pc/minix.mod,EXISTS,EXISTS
/boot/grub/i386-pc/minix2.mod,EXISTS,EXISTS
/boot/grub/i386-pc/net.mod,EXISTS,EXISTS
/boot/grub/i386-pc/ntfscomp.mod,EXISTS,EXISTS
/boot/grub/i386-pc/915resolution.mod,EXISTS,EXISTS
/boot/grub/i386-pc/test.mod,EXISTS,EXISTS
/boot/grub/i386-pc/part_sun.mod,EXISTS,EXISTS
/boot/grub/i386-pc/freedos.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cs5536.mod,EXISTS,EXISTS
/boot/grub/i386-pc/gcry_sha512.mod,EXISTS,EXISTS
/boot/grub/i386-pc/cbtable.mod,EXISTS,EXISTS
/boot/grub/i386-pc/jpeg.mod,EXISTS,EXISTS
/boot/grub/i386-pc/exfctest.mod,EXISTS,EXISTS
